s_count,b_count,pitch_num,on_1b,on_2b,on_3b,pitcher_id,stand,p_throws,fastball,last_ff_not
1,0,2,0,0,0,608665,R,R,0,OTHER
1,1,3,0,0,0,608665,R,R,0,OTHER
2,1,4,0,0,0,608665,R,R,0,OTHER
2,1,5,0,0,0,608665,R,R,0,CU/SL
0,0,1,0,0,0,608665,R,R,0,OTHER
1,0,2,0,0,0,608665,R,R,1,OTHER
1,1,3,0,0,0,608665,R,R,1,FF
2,1,4,0,0,0,608665,R,R,0,FF
0,0,1,0,0,0,608665,R,R,0,OTHER
1,0,2,0,0,0,608665,R,R,0,OTHER
2,0,3,0,0,0,608665,R,R,1,OTHER
2,1,4,0,0,0,608665,R,R,1,FF
2,2,5,0,0,0,608665,R,R,0,FF
0,0,1,0,0,0,572070,L,R,1,OTHER
0,0,1,1,0,0,572070,R,R,1,FF
0,1,2,1,0,0,572070,R,R,1,FF
0,0,1,1,0,1,572070,L,R,1,FF
1,0,2,1,0,1,572070,L,R,0,FF
1,1,3,1,0,1,572070,L,R,0,CU/SL
2,1,4,1,0,1,572070,L,R,0,CU/SL
2,2,5,1,0,1,572070,L,R,1,CU/SL
0,0,1,1,1,0,572070,R,R,0,FF
1,0,2,1,1,0,572070,R,R,0,CU/SL
2,0,3,1,1,0,572070,R,R,0,CU/SL
2,0,4,1,1,0,572070,R,R,1,CU/SL
0,0,1,1,1,0,572070,L,R,0,FF
0,1,2,1,1,0,572070,L,R,0,CU/SL
1,1,3,1,1,0,572070,L,R,1,CU/SL
1,2,4,1,1,0,572070,L,R,0,FF
2,2,5,1,1,0,572070,L,R,0,CU/SL
2,3,6,1,1,0,572070,L,R,0,CU/SL
0,0,1,0,0,0,608665,R,R,0,CU/SL
1,0,2,0,0,0,608665,R,R,0,OTHER
2,0,3,0,0,0,608665,R,R,1,OTHER
0,0,1,0,0,0,608665,L,R,0,FF
0,1,2,0,0,0,608665,L,R,0,OTHER
1,1,3,0,0,0,608665,L,R,0,OTHER
2,1,4,0,0,0,608665,L,R,0,OTHER
0,0,1,0,0,1,608665,R,R,0,OTHER
0,1,2,0,0,1,608665,R,R,0,OTHER
1,1,3,0,0,1,608665,R,R,0,OTHER
0,0,1,1,0,0,608665,L,R,0,OTHER
0,1,2,1,0,0,608665,L,R,0,OTHER
1,1,3,1,0,0,608665,L,R,1,CH
0,0,1,1,0,0,608665,L,R,1,FF
0,0,1,1,1,0,608665,R,R,0,FF
1,0,2,1,1,0,608665,R,R,0,OTHER
1,1,3,1,1,0,608665,R,R,1,OTHER
0,0,1,0,1,1,608665,R,R,0,FF
1,0,2,0,1,1,608665,R,R,1,OTHER
1,1,3,0,1,1,608665,R,R,0,FF
2,1,4,0,1,1,608665,R,R,0,OTHER
2,2,5,0,1,1,608665,R,R,1,CU/SL
0,0,1,0,0,0,572070,R,R,1,FF
1,0,2,0,0,0,572070,R,R,1,FF
1,1,3,0,0,0,572070,R,R,0,FF
0,0,1,0,0,0,572070,R,R,0,CU/SL
1,0,2,0,0,0,572070,R,R,0,CU/SL
1,1,3,0,0,0,572070,R,R,1,CU/SL
0,0,1,0,0,0,572070,R,R,1,FF
0,1,2,0,0,0,572070,R,R,1,FF
0,2,3,0,0,0,572070,R,R,1,FF
1,2,4,0,0,0,572070,R,R,1,FF
2,2,5,0,0,0,572070,R,R,0,FF
0,0,1,1,0,0,572070,L,R,1,CU/SL
1,0,2,1,0,0,572070,L,R,0,FF
2,0,3,1,0,0,572070,L,R,0,CU/SL
2,1,4,1,0,0,572070,L,R,0,CU/SL
2,1,5,1,0,0,572070,L,R,1,CU/SL
0,0,1,0,1,1,572070,L,R,0,FF
1,0,2,0,1,1,572070,L,R,1,CU/SL
2,0,3,0,1,1,572070,L,R,0,FF
0,0,1,0,0,0,608665,R,R,1,CU/SL
1,0,2,0,0,0,608665,R,R,0,FF
1,1,3,0,0,0,608665,R,R,0,CU/SL
0,0,1,0,0,0,608665,R,R,1,OTHER
1,0,2,0,0,0,608665,R,R,0,FF
1,1,3,0,0,0,608665,R,R,0,OTHER
2,1,4,0,0,0,608665,R,R,0,OTHER
2,2,5,0,0,0,608665,R,R,0,CU/SL
2,2,6,0,0,0,608665,R,R,0,OTHER
0,0,1,0,0,0,608665,R,R,1,OTHER
1,0,2,0,0,0,608665,R,R,0,FF
2,0,3,0,0,0,608665,R,R,0,OTHER
2,1,4,0,0,0,608665,R,R,0,CU/SL
2,1,5,0,0,0,608665,R,R,1,OTHER
2,1,6,0,0,0,608665,R,R,0,FF
2,2,7,0,0,0,608665,R,R,0,OTHER
0,0,1,0,0,0,572070,R,R,0,OTHER
1,0,2,0,0,0,572070,R,R,0,CU/SL
2,0,3,0,0,0,572070,R,R,0,CU/SL
2,1,4,0,0,0,572070,R,R,1,CU/SL
0,0,1,0,0,0,572070,L,R,1,FF
0,0,1,1,0,0,572070,R,R,1,FF
0,0,1,0,0,0,608665,L,R,0,FF
0,1,2,0,0,0,608665,L,R,0,CU/SL
0,2,3,0,0,0,608665,L,R,0,CH
0,3,4,0,0,0,608665,L,R,0,OTHER
1,3,5,0,0,0,608665,L,R,1,OTHER
0,0,1,0,0,0,608665,R,R,0,FF
0,1,2,0,0,0,608665,R,R,0,OTHER
0,0,1,0,0,0,608665,L,R,1,OTHER
1,0,2,0,0,0,608665,L,R,0,FF
2,0,3,0,0,0,608665,L,R,0,CH
2,1,4,0,0,0,608665,L,R,0,CU/SL
0,0,1,0,0,0,608665,L,R,0,OTHER
0,1,2,0,0,0,608665,L,R,0,OTHER
0,0,1,0,0,0,572070,L,R,1,OTHER
1,0,2,0,0,0,572070,L,R,1,FF
1,1,3,0,0,0,572070,L,R,0,FF
1,2,4,0,0,0,572070,L,R,0,CU/SL
1,3,5,0,0,0,572070,L,R,1,CU/SL
0,0,1,0,0,0,572070,R,R,0,FF
1,0,2,0,0,0,572070,R,R,1,CU/SL
2,0,3,0,0,0,572070,R,R,1,FF
0,0,1,0,0,0,572070,R,R,1,FF
0,1,2,0,0,0,572070,R,R,1,FF
0,2,3,0,0,0,572070,R,R,1,FF
0,3,4,0,0,0,572070,R,R,1,FF
0,0,1,1,0,0,572070,R,R,0,FF
1,0,2,1,0,0,572070,R,R,1,CU/SL
1,1,3,1,0,0,572070,R,R,1,FF
1,2,4,1,0,0,572070,R,R,0,FF
1,3,5,1,0,0,572070,R,R,1,CU/SL
0,0,1,0,0,0,608665,R,R,0,FF
1,0,2,0,0,0,608665,R,R,0,CU/SL
1,1,3,0,0,0,608665,R,R,0,OTHER
0,0,1,0,0,0,608665,R,R,0,OTHER
0,0,1,0,0,0,608665,R,R,0,OTHER
0,1,2,0,0,0,608665,R,R,1,OTHER
1,1,3,0,0,0,608665,R,R,0,FF
0,0,1,0,0,0,608665,R,R,0,OTHER
1,0,2,0,0,0,608665,R,R,0,CU/SL
0,0,1,0,0,0,572070,L,R,1,CU/SL
0,1,2,0,0,0,572070,L,R,1,FF
0,2,3,0,0,0,572070,L,R,1,FF
1,2,4,0,0,0,572070,L,R,1,FF
0,0,1,0,0,0,572070,L,R,1,FF
0,1,2,0,0,0,572070,L,R,0,FF
0,2,3,0,0,0,572070,L,R,1,CU/SL
1,2,4,0,0,0,572070,L,R,1,FF
1,3,5,0,0,0,572070,L,R,1,FF
0,0,1,1,0,0,572070,R,R,1,FF
0,1,2,1,0,0,572070,R,R,0,FF
1,1,3,1,0,0,572070,R,R,0,CU/SL
1,2,4,1,0,0,572070,R,R,0,CU/SL
2,2,5,1,0,0,572070,R,R,1,CU/SL
2,3,6,1,0,0,572070,R,R,0,FF
0,0,1,1,1,0,572070,L,R,0,CU/SL
1,0,2,1,1,0,572070,L,R,0,CU/SL
1,1,3,1,1,0,572070,L,R,1,CU/SL
2,1,4,1,1,0,572070,L,R,0,FF
0,0,1,1,1,0,572070,R,R,0,CU/SL
0,1,2,1,1,0,572070,R,R,0,CU/SL
1,1,3,1,1,0,572070,R,R,0,CU/SL
2,1,4,1,1,0,572070,R,R,0,CU/SL
2,2,5,1,1,0,572070,R,R,1,CU/SL
0,0,1,0,0,0,572070,L,R,0,FF
1,0,2,0,0,0,572070,L,R,0,CU/SL
0,0,1,0,0,0,572070,R,R,1,CU/SL
1,0,2,0,0,0,572070,R,R,0,FF
2,0,3,0,0,0,572070,R,R,0,CU/SL
0,0,1,0,0,0,608665,R,R,0,CU/SL
1,0,2,0,0,0,608665,R,R,1,CU/SL
1,1,3,0,0,0,608665,R,R,0,FF
1,2,4,0,0,0,608665,R,R,0,OTHER
0,0,1,0,0,0,488748,L,L,1,OTHER
1,0,2,0,0,0,488748,L,L,0,FF
2,0,3,0,0,0,488748,L,L,1,CU/SL
2,1,4,0,0,0,488748,L,L,1,FF
0,0,1,0,0,0,488748,R,L,1,FF
0,1,2,0,0,0,488748,R,L,1,FF
1,1,3,0,0,0,488748,R,L,1,FF
1,2,4,0,0,0,488748,R,L,1,FF
1,3,5,0,0,0,488748,R,L,1,FF
0,0,1,1,0,0,488748,L,L,1,FF
1,0,2,1,0,0,488748,L,L,1,FF
2,0,3,1,0,0,488748,L,L,1,FF
2,1,4,1,0,0,488748,L,L,1,FF
2,2,5,1,0,0,488748,L,L,1,FF
0,0,1,1,0,0,488748,L,L,1,FF
1,0,2,1,0,0,488748,L,L,0,FF
2,0,3,1,0,0,488748,L,L,1,CU/SL
2,1,4,1,0,0,488748,L,L,1,FF
2,1,5,1,0,0,488748,L,L,0,FF
0,0,1,0,0,0,502028,R,R,0,CU/SL
0,1,2,0,0,0,502028,R,R,1,CU/SL
1,1,3,0,0,0,502028,R,R,1,FF
1,2,4,0,0,0,502028,R,R,1,FF
0,0,1,0,0,0,502028,R,R,1,FF
1,0,2,0,0,0,502028,R,R,0,FF
0,0,1,0,0,0,502028,L,R,0,CU/SL
0,1,2,0,0,0,502028,L,R,1,OTHER
1,1,3,0,0,0,502028,L,R,0,FF
2,1,4,0,0,0,502028,L,R,0,CU/SL
2,2,5,0,0,0,502028,L,R,1,OTHER
2,2,6,0,0,0,502028,L,R,0,FF
2,2,7,0,0,0,502028,L,R,0,CU/SL
2,2,8,0,0,0,502028,L,R,1,CU/SL
2,2,9,0,0,0,502028,L,R,0,FF
2,2,10,0,0,0,502028,L,R,1,OTHER
2,3,11,0,0,0,502028,L,R,1,FF
0,0,1,0,0,0,433589,R,R,1,FF
1,0,2,0,0,0,433589,R,R,0,FF
1,1,3,0,0,0,433589,R,R,0,CU/SL
2,1,4,0,0,0,433589,R,R,1,CU/SL
2,1,5,0,0,0,433589,R,R,1,FF
0,0,1,0,0,0,433589,R,R,1,FF
1,0,2,0,0,0,433589,R,R,0,FF
0,0,1,0,1,0,433589,R,R,1,CU/SL
1,0,2,0,1,0,433589,R,R,1,FF
2,0,3,0,1,0,433589,R,R,0,FF
2,1,4,0,1,0,433589,R,R,1,CU/SL
2,2,5,0,1,0,433589,R,R,1,FF
2,2,6,0,1,0,433589,R,R,1,FF
2,3,7,0,1,0,433589,R,R,1,FF
0,0,1,0,1,0,433589,R,R,1,FF
1,0,2,0,1,0,433589,R,R,1,FF
1,1,3,0,1,0,433589,R,R,1,FF
2,1,4,0,1,0,433589,R,R,0,FF
0,0,1,0,0,0,592135,L,R,1,CU/SL
1,0,2,0,0,0,592135,L,R,1,FF
0,0,1,0,0,0,592135,R,R,0,FF
1,0,2,0,0,0,592135,R,R,1,CU/SL
2,0,3,0,0,0,592135,R,R,0,FF
2,1,4,0,0,0,592135,R,R,0,CU/SL
2,2,5,0,0,0,592135,R,R,1,CU/SL
0,0,1,1,0,0,592135,L,R,1,FF
1,0,2,1,0,0,592135,L,R,1,FF
1,1,3,1,0,0,592135,L,R,1,FF
2,1,4,1,0,0,592135,L,R,0,FF
2,1,5,1,0,0,592135,L,R,0,CU/SL
2,2,6,1,0,0,592135,L,R,1,CU/SL
0,0,1,1,0,1,592135,R,R,0,FF
1,0,2,1,0,1,592135,R,R,0,CU/SL
2,0,3,1,0,1,592135,R,R,0,CU/SL
0,0,1,1,1,0,501625,L,L,0,CU/SL
0,1,2,1,1,0,501625,L,L,0,CU/SL
1,1,3,1,1,0,501625,L,L,0,CU/SL
2,1,4,1,1,0,501625,L,L,1,CU/SL
0,0,1,1,1,0,641871,R,R,0,FF
0,1,2,1,1,0,641871,R,R,1,CU/SL
0,2,3,1,1,0,641871,R,R,0,FF
1,2,4,1,1,0,641871,R,R,1,CU/SL
1,3,5,1,1,0,641871,R,R,1,FF
2,3,6,1,1,0,641871,R,R,0,FF
0,0,1,0,0,0,433589,R,R,1,CU/SL
0,1,2,0,0,0,433589,R,R,1,FF
1,1,3,0,0,0,433589,R,R,1,FF
2,1,4,0,0,0,433589,R,R,1,FF
0,0,1,0,0,0,433589,L,R,1,FF
0,1,2,0,0,0,433589,L,R,0,FF
0,0,1,0,0,0,433589,R,R,1,CH
0,0,1,0,0,0,641871,R,R,0,FF
0,1,2,0,0,0,641871,R,R,1,CU/SL
1,1,3,0,0,0,641871,R,R,1,FF
1,2,4,0,0,0,641871,R,R,1,FF
1,3,5,0,0,0,641871,R,R,1,FF
0,0,1,0,0,0,641871,R,R,1,FF
1,0,2,0,0,0,641871,R,R,0,FF
1,1,3,0,0,0,641871,R,R,0,CU/SL
2,1,4,0,0,0,641871,R,R,1,CU/SL
2,1,5,0,0,0,641871,R,R,0,FF
2,2,6,0,0,0,641871,R,R,1,CU/SL
0,0,1,0,0,0,641871,L,R,1,FF
1,0,2,0,0,0,641871,L,R,0,FF
1,1,3,0,0,0,641871,L,R,0,CH
1,2,4,0,0,0,641871,L,R,1,CH
2,2,5,0,0,0,641871,L,R,1,FF
2,2,6,0,0,0,641871,L,R,0,FF
2,2,7,0,0,0,641871,L,R,1,CU/SL
2,2,8,0,0,0,641871,L,R,1,FF
2,3,9,0,0,0,641871,L,R,1,FF
2,3,10,0,0,0,641871,L,R,1,FF
0,0,1,0,0,0,595014,L,R,0,FF
1,0,2,0,0,0,595014,L,R,1,OTHER
0,0,1,0,0,0,595014,L,R,0,FF
0,0,1,0,0,0,595014,R,R,0,OTHER
1,0,2,0,0,0,595014,R,R,0,OTHER
2,0,3,0,0,0,595014,R,R,0,OTHER
0,0,1,1,0,0,595014,R,R,0,CU/SL
0,1,2,1,0,0,595014,R,R,0,OTHER
0,2,3,1,0,0,595014,R,R,0,N/A
1,2,4,1,0,0,595014,R,R,1,OTHER
1,3,5,1,0,0,595014,R,R,0,FF
2,3,6,1,0,0,595014,R,R,0,OTHER
0,0,1,0,0,0,462382,L,R,1,OTHER
1,0,2,0,0,0,462382,L,R,0,FF
2,0,3,0,0,0,462382,L,R,0,CU/SL
2,1,4,0,0,0,462382,L,R,1,CU/SL
0,0,1,0,0,0,462382,R,R,1,FF
0,1,2,0,0,0,462382,R,R,1,FF
1,1,3,0,0,0,462382,R,R,0,FF
1,2,4,0,0,0,462382,R,R,1,CU/SL
2,2,5,0,0,0,462382,R,R,0,FF
0,0,1,0,0,0,462382,L,R,0,CU/SL
0,1,2,0,0,0,462382,L,R,1,CU/SL
0,0,1,0,0,0,595014,R,R,0,FF
0,1,2,0,0,0,595014,R,R,1,OTHER
0,2,3,0,0,0,595014,R,R,0,FF
1,2,4,0,0,0,595014,R,R,0,OTHER
1,3,5,0,0,0,595014,R,R,0,OTHER
0,0,1,0,0,0,595014,R,R,0,OTHER
0,0,1,0,0,0,595014,R,R,0,OTHER
1,0,2,0,0,0,595014,R,R,0,OTHER
2,0,3,0,0,0,595014,R,R,0,OTHER
0,0,1,1,0,0,595014,L,R,1,OTHER
1,0,2,1,0,0,595014,L,R,0,FF
0,0,1,1,1,0,595014,R,R,0,OTHER
0,1,2,1,1,0,595014,R,R,0,OTHER
0,0,1,0,0,0,598287,R,R,0,OTHER
1,0,2,0,0,0,598287,R,R,0,CU/SL
1,1,3,0,0,0,598287,R,R,0,CU/SL
2,1,4,0,0,0,598287,R,R,0,CU/SL
0,0,1,0,0,0,598287,L,R,0,CH
0,1,2,0,0,0,598287,L,R,0,CH
1,1,3,0,0,0,598287,L,R,0,CH
2,1,4,0,0,0,598287,L,R,0,OTHER
0,0,1,0,0,0,598287,R,R,0,OTHER
0,1,2,0,0,0,598287,R,R,0,CU/SL
0,2,3,0,0,0,598287,R,R,0,CU/SL
0,3,4,0,0,0,598287,R,R,0,CU/SL
1,3,5,0,0,0,598287,R,R,0,OTHER
2,3,6,0,0,0,598287,R,R,0,CH
0,0,1,1,0,0,598287,R,R,0,CH
1,0,2,1,0,0,598287,R,R,0,CU/SL
2,0,3,1,0,0,598287,R,R,0,CH
2,0,4,1,0,0,598287,R,R,0,CU/SL
2,0,5,1,0,0,598287,R,R,0,OTHER
0,0,1,0,0,0,501822,L,R,1,CH
1,0,2,0,0,0,501822,L,R,1,FF
1,1,3,0,0,0,501822,L,R,1,FF
0,0,1,0,0,0,501822,L,R,1,FF
1,0,2,0,0,0,501822,L,R,1,FF
1,1,3,0,0,0,501822,L,R,1,FF
2,1,4,0,0,0,501822,L,R,0,FF
2,2,5,0,0,0,501822,L,R,1,OTHER
0,0,1,0,0,0,501822,R,R,1,FF
0,0,1,1,0,0,501822,R,R,1,FF
1,0,2,1,0,0,501822,R,R,1,FF
2,0,3,1,0,0,501822,R,R,1,FF
2,0,4,1,0,0,501822,R,R,1,FF
0,0,1,1,1,0,501822,R,R,1,FF
0,1,2,1,1,0,501822,R,R,1,FF
1,1,3,1,1,0,501822,R,R,1,FF
2,1,4,1,1,0,501822,R,R,1,FF
0,0,1,0,0,0,598287,R,R,0,FF
1,0,2,0,0,0,598287,R,R,0,OTHER
1,1,3,0,0,0,598287,R,R,0,CU/SL
1,2,4,0,0,0,598287,R,R,0,CU/SL
2,2,5,0,0,0,598287,R,R,0,OTHER
0,0,1,0,0,0,598287,L,R,0,OTHER
1,0,2,0,0,0,598287,L,R,0,CH
2,0,3,0,0,0,598287,L,R,0,OTHER
2,0,4,0,0,0,598287,L,R,0,OTHER
0,0,1,0,0,1,598287,L,R,0,CH
0,1,2,0,0,1,598287,L,R,0,N/A
0,2,3,0,0,1,598287,L,R,0,N/A
0,3,4,0,0,1,598287,L,R,0,N/A
0,0,1,1,0,1,598287,R,R,0,N/A
0,1,2,1,0,1,598287,R,R,0,CU/SL
0,2,3,1,0,1,598287,R,R,0,CU/SL
1,2,4,1,0,1,598287,R,R,0,CU/SL
2,2,5,1,0,1,598287,R,R,0,CU/SL
2,2,6,1,0,1,598287,R,R,0,CH
0,0,1,0,0,0,502042,R,R,1,CH
0,0,1,0,0,0,502042,L,R,1,FF
1,0,2,0,0,0,502042,L,R,1,FF
2,0,3,0,0,0,502042,L,R,0,FF
0,0,1,0,0,0,502042,R,R,1,CH
1,0,2,0,0,0,502042,R,R,1,FF
1,1,3,0,0,0,502042,R,R,0,FF
2,1,4,0,0,0,502042,R,R,1,CU/SL
2,1,5,0,0,0,502042,R,R,0,FF
2,2,6,0,0,0,502042,R,R,0,CU/SL
2,2,7,0,0,0,502042,R,R,0,CU/SL
2,3,8,0,0,0,502042,R,R,0,CH
0,0,1,0,0,0,519242,R,L,1,CU/SL
1,0,2,0,0,0,519242,R,L,0,FF
2,0,3,0,0,0,519242,R,L,1,CH
2,1,4,0,0,0,519242,R,L,0,FF
2,2,5,0,0,0,519242,R,L,1,CH
2,2,6,0,0,0,519242,R,L,1,FF
0,0,1,0,0,0,519242,L,L,1,FF
0,1,2,0,0,0,519242,L,L,0,FF
1,1,3,0,0,0,519242,L,L,1,CU/SL
2,1,4,0,0,0,519242,L,L,1,FF
0,0,1,0,0,0,519242,R,L,0,FF
1,0,2,0,0,0,519242,R,L,1,CH
1,1,3,0,0,0,519242,R,L,0,FF
0,0,1,0,0,0,502042,R,R,0,CH
0,1,2,0,0,0,502042,R,R,0,CU/SL
1,1,3,0,0,0,502042,R,R,1,CU/SL
1,2,4,0,0,0,502042,R,R,1,FF
1,3,5,0,0,0,502042,R,R,1,FF
2,3,6,0,0,0,502042,R,R,0,FF
0,0,1,1,0,0,502042,R,R,1,CU/SL
0,1,2,1,0,0,502042,R,R,1,FF
1,1,3,1,0,0,502042,R,R,1,FF
1,2,4,1,0,0,502042,R,R,1,FF
0,0,1,0,1,1,502042,L,R,1,FF
0,1,2,0,1,1,502042,L,R,0,FF
1,1,3,0,1,1,502042,L,R,0,CU/SL
2,1,4,0,1,1,502042,L,R,1,CU/SL
2,2,5,0,1,1,502042,L,R,0,FF
0,0,1,0,0,1,502042,R,R,0,CU/SL
0,0,1,0,0,0,502042,L,R,1,CU/SL
0,0,1,0,0,0,502042,R,R,1,FF
0,1,2,0,0,0,502042,R,R,1,FF
1,1,3,0,0,0,502042,R,R,0,FF
2,1,4,0,0,0,502042,R,R,1,CU/SL
2,2,5,0,0,0,502042,R,R,1,FF
0,0,1,1,0,0,502042,R,R,0,FF
1,0,2,1,0,0,502042,R,R,0,CU/SL
2,0,3,1,0,0,502042,R,R,1,CU/SL
2,1,4,1,0,0,502042,R,R,0,FF
2,2,5,1,0,0,502042,R,R,1,CU/SL
0,0,1,0,0,0,519242,R,L,0,FF
0,1,2,0,0,0,519242,R,L,1,CH
1,1,3,0,0,0,519242,R,L,0,FF
2,1,4,0,0,0,519242,R,L,0,CH
0,0,1,0,0,0,519242,R,L,0,CU/SL
1,0,2,0,0,0,519242,R,L,1,CH
1,1,3,0,0,0,519242,R,L,1,FF
0,0,1,0,0,0,519242,L,L,1,FF
1,0,2,0,0,0,519242,L,L,0,FF
1,1,3,0,0,0,519242,L,L,1,CH
1,2,4,0,0,0,519242,L,L,0,FF
1,3,5,0,0,0,519242,L,L,1,CU/SL
2,3,6,0,0,0,519242,L,L,1,FF
0,0,1,1,0,0,519242,R,L,1,FF
0,1,2,1,0,0,519242,R,L,1,FF
0,2,3,1,0,0,519242,R,L,1,FF
0,0,1,1,1,0,519242,R,L,0,FF
1,0,2,1,1,0,519242,R,L,0,CU/SL
1,1,3,0,1,1,519242,R,L,1,CU/SL
2,1,4,0,1,1,519242,R,L,1,FF
2,2,5,0,1,1,519242,R,L,0,FF
2,2,6,0,1,1,519242,R,L,1,CH
0,0,1,0,0,0,502042,L,R,1,FF
0,1,2,0,0,0,502042,L,R,0,FF
0,0,1,0,0,0,502042,R,R,1,CU/SL
0,0,1,0,0,0,502042,R,R,1,FF
1,0,2,0,0,0,502042,R,R,1,FF
1,1,3,0,0,0,502042,R,R,1,FF
2,1,4,0,0,0,502042,R,R,0,FF
0,0,1,0,0,0,519242,R,L,1,CU/SL
1,0,2,0,0,0,519242,R,L,1,FF
1,1,3,0,0,0,519242,R,L,1,FF
1,2,4,0,0,0,519242,R,L,1,FF
1,3,5,0,0,0,519242,R,L,1,FF
0,0,1,1,0,0,519242,R,L,0,FF
0,1,2,1,0,0,519242,R,L,0,CH
0,2,3,1,0,0,519242,R,L,1,CH
0,0,1,1,0,0,519242,L,L,0,FF
0,1,2,1,0,0,519242,L,L,1,CU/SL
1,1,3,1,0,0,519242,L,L,0,FF
1,2,4,1,0,0,519242,L,L,1,CU/SL
2,2,5,1,0,0,519242,L,L,1,FF
2,2,6,1,0,0,519242,L,L,0,FF
2,3,7,1,0,0,519242,L,L,1,CU/SL
0,0,1,1,0,0,519242,R,L,1,FF
0,1,2,1,0,0,519242,R,L,0,FF
1,1,3,1,0,0,519242,R,L,1,CU/SL
2,1,4,1,0,0,519242,R,L,1,FF
2,1,5,1,0,0,519242,R,L,1,FF
2,2,6,1,0,0,519242,R,L,0,FF
0,0,1,0,0,0,502042,R,R,1,CH
1,0,2,0,0,0,502042,R,R,0,FF
2,0,3,0,0,0,502042,R,R,0,CU/SL
2,0,4,0,0,0,502042,R,R,1,CU/SL
2,0,5,0,0,0,502042,R,R,0,FF
2,1,6,0,0,0,502042,R,R,0,CU/SL
0,0,1,1,0,0,502042,L,R,0,CU/SL
0,1,2,1,0,0,502042,L,R,1,CU/SL
0,2,3,1,0,0,502042,L,R,0,FF
0,0,1,0,0,0,502042,R,R,1,CU/SL
1,0,2,0,0,0,502042,R,R,0,FF
2,0,3,0,0,0,502042,R,R,0,CU/SL
0,0,1,0,0,0,519242,R,L,0,CU/SL
0,1,2,0,0,0,519242,R,L,1,CH
1,1,3,0,0,0,519242,R,L,0,FF
2,1,4,0,0,0,519242,R,L,1,CU/SL
2,2,5,0,0,0,519242,R,L,1,FF
0,0,1,0,0,0,519242,R,L,0,FF
1,0,2,0,0,0,519242,R,L,1,CU/SL
1,1,3,0,0,0,519242,R,L,1,FF
0,0,1,0,0,0,519242,L,L,1,FF
0,0,1,0,0,0,502042,L,R,0,FF
0,0,1,0,0,0,502042,R,R,1,CH
1,0,2,0,0,0,502042,R,R,0,FF
0,0,1,0,0,0,502042,R,R,0,CU/SL
0,1,2,0,0,0,502042,R,R,1,CU/SL
1,1,3,0,0,0,502042,R,R,1,FF
1,2,4,0,0,0,502042,R,R,1,FF
2,2,5,0,0,0,502042,R,R,0,FF
0,0,1,0,0,0,519242,R,L,0,CH
0,1,2,0,0,0,519242,R,L,1,CH
1,1,3,0,0,0,519242,R,L,0,FF
0,0,1,0,0,0,519242,R,L,0,CU/SL
1,0,2,0,0,0,519242,R,L,0,CU/SL
2,0,3,0,0,0,519242,R,L,1,CH
0,0,1,0,0,0,519242,R,L,1,FF
1,0,2,0,0,0,519242,R,L,0,FF
1,1,3,0,0,0,519242,R,L,1,CH
1,2,4,0,0,0,519242,R,L,0,FF
2,2,5,0,0,0,519242,R,L,1,CH
2,3,6,0,0,0,519242,R,L,1,FF
0,0,1,1,0,0,519242,R,L,1,FF
0,0,1,0,0,0,502042,L,R,1,FF
0,0,1,0,0,0,502042,R,R,0,FF
1,0,2,0,0,0,502042,R,R,1,CU/SL
1,1,3,0,0,0,502042,R,R,0,FF
2,1,4,0,0,0,502042,R,R,1,CU/SL
2,2,5,0,0,0,502042,R,R,0,FF
0,0,1,0,0,0,502042,R,R,0,CU/SL
1,0,2,0,0,0,502042,R,R,1,CU/SL
1,1,3,0,0,0,502042,R,R,1,FF
2,1,4,0,0,0,502042,R,R,0,FF
2,1,5,0,0,0,502042,R,R,1,CU/SL
0,0,1,0,0,0,519242,L,L,0,FF
1,0,2,0,0,0,519242,L,L,0,CU/SL
1,1,3,0,0,0,519242,L,L,1,CU/SL
0,0,1,0,0,0,519242,R,L,0,FF
1,0,2,0,0,0,519242,R,L,0,CU/SL
2,0,3,0,0,0,519242,R,L,1,CU/SL
2,1,4,0,0,0,519242,R,L,1,FF
0,0,1,0,0,0,519242,R,L,0,FF
1,0,2,0,0,0,519242,R,L,0,CU/SL
2,0,3,0,0,0,519242,R,L,1,CU/SL
2,1,4,0,0,0,519242,R,L,0,FF
2,2,5,0,0,0,519242,R,L,1,CU/SL
2,3,6,0,0,0,519242,R,L,1,FF
2,3,7,0,0,0,519242,R,L,1,FF
0,0,1,0,0,0,502042,R,R,1,FF
1,0,2,0,0,0,502042,R,R,1,FF
2,0,3,0,0,0,502042,R,R,1,FF
0,0,1,0,1,0,502042,L,R,0,FF
0,0,1,0,1,0,643493,R,R,1,CU/SL
1,0,2,0,1,0,643493,R,R,0,FF
0,0,1,0,1,0,643493,L,R,0,CU/SL
0,1,2,0,1,0,643493,L,R,0,CH
1,1,3,0,1,0,643493,L,R,1,CH
0,0,1,0,1,0,643493,R,R,0,FF
0,0,1,0,0,0,598264,R,R,1,CU/SL
1,0,2,0,0,0,598264,R,R,1,FF
0,0,1,0,0,0,598264,L,R,1,FF
1,0,2,0,0,0,598264,L,R,1,FF
1,1,3,0,0,0,598264,L,R,0,FF
2,1,4,0,0,0,598264,L,R,1,CU/SL
2,2,5,0,0,0,598264,L,R,1,FF
0,0,1,0,0,0,598264,R,R,0,FF
1,0,2,0,0,0,598264,R,R,1,OTHER
